Address,Year Build,GLA,# of rooms,# of bath,Closing Date,Sale Price
"63 recasts st., atlanta, ga",1987,1805,4.5,2,27/09/2021,362800
"37 chrysarobin st., atlanta, ga",1966,1450,3.5,1,18/10/2021,304900
"61 embryologist st., atlanta, ga",1998,1499,3.5,1,29/07/2021,326300
"102 soberly st., las vegas, nv",1990,1675,4,1,11/08/2021,290500
"97 tendinous st., atlanta, ga",1978,1611,4,1,06/10/2021,299800
"124 supports ave., atlanta, ga",2001,1491,3.5,2,09/10/2021,256100
"74  turning  st.,  las  vegas,  nv",1979,1976,4.5,2,12/10/2021,422100
"24 chromaffin st., houston, tx",1997,1787,0,2,13/10/2021,299400
"32 methylamine rd., las vegas, nv",1953,1738,4,2,14/08/2021,331400
"106 unspecialised rd., phoenix, az",1955,1738,4,2,22/08/2021,327500
"101 longshanks ave., phoenix, az",2019,1576,3.5,1,13/09/2021,317100
"183 self-evidence st., phoenix, az",1981,1478,3.5,2,17/09/2021,257100
"71 ruthlessly rd., atlanta, ga",1962,1649,4,1,04/11/2021,349500
"36 dostoyevsky st., phoenix, az",2002,1620,4,1,11/08/2021,292700
"12 topscorers st., atlanta, ga",1970,1592,3.5,1,03/08/2021,335600
"98 namely ave., houston, tx",1996,1761,0,1,11/10/2021,284000
"145 coleopterist st., phoenix, az",2005,1740,4,2,11/11/2021,278500
"55 subdivides ave., phoenix, az",2018,1671,4,2,24/08/2021,296800
"89 snorted st., atlanta, ga",2006,1604,4,2,11/11/2021,314600
"13 outswears rd., atlanta, ga",1991,1421,3.5,1,01/11/2021,246600
"183 renews st., atlanta, ga",1955,1425,3.5,1,12/08/2021,271800
"36 contrives ave., las vegas, nv",1993,1595,3.5,1,07/08/2021,260700
"105 loquence st., houston, tx",1952,1829,0,2,07/11/2021,391800
"167  karob  rd.,  phoenix,  az",1970,1442,3.5,1,19/07/2021,256400
"188 skopje rd., phoenix, az",1959,1808,4.5,2,08/08/2021,301000
"20 counteract rd., las vegas, nv",2011,1752,4,2,02/08/2021,369600
"177 peculiarly st., atlanta, ga",1998,1845,4.5,2,26/09/2021,361900
"40 timaliidae ave., phoenix, az",2017,1886,4.5,1,07/11/2021,358400
"135 severn st., atlanta, ga",2019,1505,3.5,1,19/08/2021,272800
"181 periodontology st., atlanta, ga",1974,1980,4.5,2,26/08/2021,369200
"93 gleason st., atlanta, ga",1987,1730,4,1,11/10/2021,353700
"76 synergists st., atlanta, ga",2015,1404,3.5,1,04/10/2021,295300
"145 bather st., phoenix, az",1986,1950,4.5,2,13/09/2021,313400
"67 tusks rd., phoenix, az",1983,1997,4.5,2,12/08/2021,317200
"72 aachen st., atlanta, ga",1994,1830,4.5,2,07/08/2021,314500
"187  apotheosize  st.,  houston,  tx",1971,1828,0,2,21/07/2021,289500
"154 viharas st., houston, tx",1964,1517,0,2,14/10/2021,311300
"103  minibreaks  rd.,  phoenix,  az",1951,1527,3.5,1,29/08/2021,294600
"84 unfindable rd., las vegas, nv",2012,1988,4.5,2,13/09/2021,385500
"43  friseurs  ave.,  phoenix,  az",1995,1680,4,2,09/08/2021,279800
"25 tuskar st., phoenix, az",1954,1615,4,2,29/10/2021,309600
"5 demising st., phoenix, az",1990,1674,4,1,09/08/2021,301200
"151 unbiased rd., phoenix, az",1962,1977,4.5,1,14/10/2021,345200
"43 rehomes st., houston, tx",1998,1833,0,2,14/09/2021,319300
"40  umbilicaria  rd.,  atlanta,  ga",2015,1876,4.5,1,20/07/2021,377700
"71 semolina rd., atlanta, ga",2016,1910,4.5,2,07/08/2021,355100
"130 infilled ave., phoenix, az",2018,1904,4.5,2,13/09/2021,324000
"26 asteroseismic st., phoenix, az",1972,1837,4.5,2,11/09/2021,360500
"106 fashery rd., atlanta, ga",2013,1458,3.5,2,24/10/2021,301900
"173 vivifier st., phoenix, az",2001,1733,4,1,01/11/2021,296600
"69 rejoicing rd., atlanta, ga",1952,1712,4,2,15/08/2021,334400
"0 webfoot rd., phoenix, az",1972,1828,4.5,2,31/08/2021,352800
"175 unifiable st., atlanta, ga",1980,1774,4,1,22/08/2021,367200
"81 exact st., phoenix, az",2003,1585,3.5,1,05/11/2021,291000
"16 afrotherians st., las vegas, nv",2019,1663,4,2,13/11/2021,300300
"52 peerless ave., las vegas, nv",2019,1929,4.5,2,09/08/2021,358600
"127 commonly st., las vegas, nv",1979,1427,3.5,1,12/11/2021,302800
"181 phosphoimaging st., atlanta, ga",2003,1997,4.5,2,05/10/2021,392600
"79 unbridledness st., atlanta, ga",1963,1430,3.5,1,06/09/2021,291500
"195 thomist rd., phoenix, az",1994,1500,3.5,1,27/09/2021,238900
"55 puckishly ave., phoenix, az",2011,1426,3.5,2,06/10/2021,249400
"10 tefillin st., houston, tx",1987,1789,0,2,01/11/2021,275900
"18 hints st., phoenix, az",1955,2000,5,2,29/08/2021,337100
"22 categorisers rd., las vegas, nv",2015,1464,3.5,1,01/09/2021,241100
"26 licking st., atlanta, ga",1982,1910,4.5,2,25/08/2021,335500
"46 adumbral st., las vegas, nv",1960,1806,4.5,2,22/10/2021,339300
"16 pot-roast st., las vegas, nv",1950,1722,4,1,06/10/2021,326400
"21 attendest ave., phoenix, az",1951,1604,4,2,15/09/2021,309800
"170 snookered rd., las vegas, nv",1995,1457,3.5,2,03/11/2021,294100
"117 unmasterable st., phoenix, az",1990,1422,3.5,1,02/10/2021,265300
"183 wieldable st., atlanta, ga",1975,1670,4,2,01/10/2021,290300
"47 marrowbone st., las vegas, nv",2010,1991,4.5,2,31/07/2021,329100
"193 jacketing rd., las vegas, nv",2016,1487,3.5,1,12/11/2021,262100
"135 superstores rd., phoenix, az",1960,1919,4.5,2,11/08/2021,327600
"72 bandileer rd., phoenix, az",1979,1443,3.5,1,25/09/2021,233800
"122  piaba  st.,  atlanta,  ga",1951,1840,4.5,2,23/08/2021,361900
"131 cantle ave., phoenix, az",1997,1884,4.5,2,29/10/2021,313100
"66 purlieu rd., atlanta, ga",2018,1722,4,2,18/08/2021,319400
"119 biwepe st., phoenix, az",1997,1927,4.5,2,22/10/2021,393000
"148 eventualities rd., atlanta, ga",2010,1954,4.5,2,30/08/2021,397600
"171  drollic  st.,  phoenix,  az",1995,1413,3.5,2,05/08/2021,238100
"7 commemorators st., las vegas, nv",1994,1882,4.5,2,01/11/2021,325700
"82 deep-seated rd., phoenix, az",1972,1665,4,1,27/09/2021,284800
"146 rosid rd., las vegas, nv",2008,1497,3.5,1,07/08/2021,281300
"65 alba iulia st., phoenix, az",1979,1540,3.5,2,28/09/2021,303800
"124 overhear ave., las vegas, nv",1964,1808,4.5,2,03/11/2021,388200
"97 hijras ave., atlanta, ga",2008,1717,4,2,23/10/2021,316300
"79 cantred rd., atlanta, ga",1953,1465,3.5,1,26/07/2021,295700
"175  twoth  ave.,  las  vegas,  nv",1997,1417,3.5,1,17/09/2021,237900
"53 sketchwriters rd., phoenix, az",2007,1978,4.5,2,28/10/2021,368500
"164 burthened st., houston, tx",1970,1782,0,2,06/08/2021,298800
"167 transrational st., las vegas, nv",2007,1995,4.5,2,08/11/2021,338800
"8 bhubaneshwar st., phoenix, az",1969,1824,4.5,2,05/10/2021,352800
"34 veneers st., atlanta, ga",1976,1780,4,1,04/09/2021,376200
"6 ulyie ave., phoenix, az",1960,1788,4,1,01/09/2021,365400
"142 labradorite st., atlanta, ga",1982,1647,4,1,03/11/2021,332600
"6 equanimous st., phoenix, az",1972,1926,4.5,2,03/09/2021,417700
"157  cryptonyms  st.,  phoenix,  az",1974,1549,3.5,1,03/09/2021,253500
"58 cheapskates st., atlanta, ga",1977,1777,4,1,30/09/2021,370500
"81 distal rd., phoenix, az",1992,1972,4.5,1,19/09/2021,373400
"135 franchisor ave., atlanta, ga",1967,1967,4.5,1,13/11/2021,315700
"183 libidinous st., phoenix, az",1987,1554,3.5,1,25/10/2021,329800
"8 humidly st., houston, tx",1992,1748,0,1,11/11/2021,300500
"144 mereology rd., phoenix, az",1985,1554,3.5,1,31/08/2021,322300
"90 dasyurine st., houston, tx",2018,1626,0,1,17/08/2021,262100
"72 megahero ave., houston, tx",1999,1752,0,2,25/08/2021,329000
"28 foot-bond st., phoenix, az",1995,1615,4,2,30/09/2021,262800
"52 zapotecan st., atlanta, ga",1991,1689,4,1,19/08/2021,285100
"113 piojo st., phoenix, az",1990,1674,4,1,17/08/2021,318700
"109 dreamier ave., atlanta, ga",1994,1867,4.5,2,22/10/2021,304300
"139 meekness st., atlanta, ga",1961,1426,3.5,1,07/10/2021,267500
"7 sternest st., phoenix, az",2016,1743,4,1,31/08/2021,365500
"131 stieve st., las vegas, nv",1956,1413,3.5,2,06/09/2021,273100
"93 subserous st., phoenix, az",1996,1448,3.5,1,26/07/2021,291700
"100 bougainville st., phoenix, az",1966,1589,3.5,2,27/08/2021,312400
"16 semiquaver ave., las vegas, nv",2001,1430,3.5,2,22/10/2021,249500
"71 allusively st., las vegas, nv",1973,1815,4.5,1,03/08/2021,280500
"52 mervailes ave., phoenix, az",1954,1865,4.5,2,11/09/2021,390900
"116 unbridled ave., las vegas, nv",1978,1935,4.5,2,09/11/2021,411300
"184  rumble-tumble  ave.,  phoenix,  az",2017,1884,4.5,2,22/09/2021,335100
"68 sheetrock rd., atlanta, ga",1974,1509,3.5,2,11/08/2021,262600
"77 allowance rd., phoenix, az",1955,1904,4.5,1,14/08/2021,319200
"97 fittle ave., las vegas, nv",2008,1568,3.5,1,18/07/2021,335200
"170 bettermost st., las vegas, nv",1951,1678,4,1,27/09/2021,322400
"93  imperfectible  st.,  phoenix,  az",1953,1703,4,2,10/09/2021,289100
"125 federation ave., phoenix, az",1958,1998,4.5,2,30/07/2021,340800
"4 palau st., phoenix, az",1984,1561,3.5,1,02/08/2021,338700
"146 palampore rd., phoenix, az",1951,1896,4.5,2,30/08/2021,356600
"164 concessionaire st., phoenix, az",1955,1875,4.5,2,18/07/2021,361800
"100 vibrotactile st., phoenix, az",1996,1774,4,2,07/08/2021,301600
"95  countertrend  rd.,  atlanta,  ga",1962,1919,4.5,1,25/10/2021,312200
"112 macaronesia ave., houston, tx",1963,1896,0,1,30/08/2021,352100
"131 multiferroic ave., las vegas, nv",1969,1603,4,1,13/10/2021,295200
"143  infill  st.,  las  vegas,  nv",2012,1502,3.5,1,05/10/2021,277200
"178 peascod st., phoenix, az",2009,1942,4.5,1,29/09/2021,373200
"32 methylamine rd., las vegas, nv",1953,1738,4,2,14/08/2021,331400
"96 webcam st., atlanta, ga",1992,1927,4.5,1,24/10/2021,358800
"155 unworldliness st., atlanta, ga",1998,1822,4.5,2,07/09/2021,335700
"49 rekne ave., atlanta, ga",1985,1776,4,1,01/08/2021,287100
"198 miswritten rd., phoenix, az",1952,1794,4,1,12/09/2021,312400
"100 bougainville st., phoenix, az",1966,1589,3.5,2,27/08/2021,312400
"64  disconnects  ave.,  houston,  tx",1998,1701,0,2,01/09/2021,358300
"99 furuncle st., phoenix, az",2008,1449,3.5,1,21/07/2021,240700
"160 polygar ave., phoenix, az",1994,1831,4.5,2,15/10/2021,310200
"197 unhealthy st., phoenix, az",2018,1535,3.5,1,16/10/2021,280600
"182 rector rd., las vegas, nv",1999,1717,4,2,14/10/2021,280600
"8 unruffled rd., atlanta, ga",2003,1986,4.5,2,04/10/2021,345400
"181 widescreen st., atlanta, ga",1966,1400,3.5,2,08/09/2021,265700
"100 unbooked rd., phoenix, az",1952,1737,4,1,24/09/2021,347000
"173 two-timers rd., atlanta, ga",1991,1763,4,1,19/10/2021,298400
"65 tariq st., phoenix, az",2010,1973,4.5,2,04/10/2021,427000
"0 milkwagon st., phoenix, az",1952,1648,4,1,20/07/2021,364800
"43 willard ave., las vegas, nv",1990,1796,4,1,08/08/2021,324700
"66 lend-lease st., houston, tx",2007,1908,0,2,07/10/2021,420600
"81 trigons st., las vegas, nv",2014,1597,3.5,1,08/09/2021,273100
"107 oceanian st., phoenix, az",1977,1784,4,1,01/08/2021,313500
"122 everichon st., houston, tx",2013,1602,0,2,06/10/2021,342400
"156 infraspinous rd., houston, tx",1976,1572,0,1,20/08/2021,298500
"61 circumspective st., phoenix, az",2011,1714,4,2,21/07/2021,349900
"189 bukke ave., phoenix, az",1995,1566,3.5,1,19/07/2021,316800
"123  undefinable  rd.,  atlanta,  ga",1972,1562,3.5,2,02/08/2021,291700
"79 forenamed st., phoenix, az",2001,1905,4.5,2,13/11/2021,376600
"164 eumeces st., atlanta, ga",2014,1891,4.5,2,07/08/2021,348200
"73 honey-bear rd., atlanta, ga",1955,1964,4.5,2,07/10/2021,370600
"102 crepitation st., phoenix, az",1996,1784,4,2,26/08/2021,370800
"79 cahuilla ave., houston, tx",2001,1979,0,1,04/09/2021,389800
"76 usitate st., las vegas, nv",1997,1602,4,1,09/08/2021,260800
"162 waggiest ave., atlanta, ga",1981,1784,4,2,27/09/2021,363400
"147 unpreach st., houston, tx",1976,1788,0,2,01/08/2021,298200
"139 cessant st., atlanta, ga",2009,1992,4.5,2,05/09/2021,438300
"89 mercurially rd., phoenix, az",1950,1862,4.5,2,01/10/2021,337800
"90 tosspot ave., atlanta, ga",1995,1429,3.5,2,27/07/2021,262200
"168 export st., phoenix, az",1954,1446,3.5,1,03/08/2021,283300
"160 nollywood ave., atlanta, ga",1985,1448,3.5,1,17/10/2021,245900
"175 unbodied rd., phoenix, az",1953,1699,4,2,31/07/2021,278300
"36  duplicand  st.,  atlanta,  ga",1952,1959,4.5,2,25/09/2021,328200
"150 banhammering ave., phoenix, az",2002,1862,4.5,2,12/08/2021,355900
"165 jacobin st., atlanta, ga",1983,1691,4,2,10/11/2021,293600
"48 linked ave., las vegas, nv",1984,1999,4.5,1,14/10/2021,363000
"153 remuddled rd., las vegas, nv",1962,1532,3.5,1,15/09/2021,293400
"62 headcheese rd., phoenix, az",1988,1453,3.5,1,22/09/2021,289400
"43 willard ave., las vegas, nv",1990,1796,4,1,08/08/2021,324700
"133 psammophytic st., houston, tx",1967,1603,0,2,27/09/2021,276100
"165 sulphureity ave., atlanta, ga",1965,1804,4.5,2,09/09/2021,354300
"108 palmitoylates st., phoenix, az",2001,1976,4.5,2,06/08/2021,341400
"136 foaminess st., houston, tx",2013,1519,0,1,01/09/2021,315200
"186 speeder ave., las vegas, nv",2016,1467,3.5,2,08/11/2021,283600
"34  onanistic  st.,  phoenix,  az",1977,1802,4.5,2,02/11/2021,308800
"2 telegraph st., las vegas, nv",1983,1404,3.5,2,11/11/2021,241900
"98  turnoff  st.,  atlanta,  ga",1955,1744,4,1,16/09/2021,325100
"190 inkpad st., phoenix, az",1967,1807,4.5,2,31/08/2021,345100
"29 nonapplication st., las vegas, nv",1970,1432,3.5,1,06/10/2021,288900
"84 unflashy ave., las vegas, nv",1990,1580,3.5,1,26/09/2021,330300
"14 risky rd., phoenix, az",1953,1604,4,1,12/09/2021,298300
"54 vastness st., las vegas, nv",1991,1439,3.5,1,19/07/2021,252600
"114 unallayed rd., phoenix, az",1977,1772,4,1,24/08/2021,315400
"185 gasteric st., las vegas, nv",1960,1465,3.5,2,12/11/2021,295300
"93 chlorotriazine ave., phoenix, az",1980,1916,4.5,2,02/10/2021,320800
"26 antivenomous st., las vegas, nv",1977,1845,4.5,2,22/10/2021,346000
"18 pabulous st., las vegas, nv",1996,1903,4.5,2,09/09/2021,334400
"31  braggingly  st.,  phoenix,  az",2017,1456,3.5,2,23/08/2021,295400
"8 spatha ave., phoenix, az",1977,1752,4,2,23/09/2021,345600
"199 turin st., atlanta, ga",2004,1936,4.5,2,10/10/2021,391700
"1 tulpas st., atlanta, ga",2014,1552,3.5,1,08/11/2021,282500
"180 papistic st., atlanta, ga",1950,1418,3.5,2,18/08/2021,236400
"44 hell-raiser ave., las vegas, nv",1970,1690,4,2,26/09/2021,329800
"58 prothallium ave., atlanta, ga",2003,1670,4,1,26/09/2021,279200
"65 trabeculation ave., las vegas, nv",1992,1820,4.5,1,26/09/2021,333900
"140 gatorade st., atlanta, ga",1951,1518,3.5,1,25/08/2021,276500
"170 pluvious st., phoenix, az",1987,1480,3.5,1,07/10/2021,319600
"197 withstanding rd., atlanta, ga",1961,1858,4.5,2,02/11/2021,349100
"46 polyproteins ave., phoenix, az",1986,1930,4.5,2,07/09/2021,319000
"185 ground-finch rd., houston, tx",1981,1964,0,1,28/10/2021,322500
"13 annexion ave., phoenix, az",2019,1513,3.5,1,20/08/2021,260000
"9 lustra ave., phoenix, az",1979,1592,3.5,1,23/08/2021,349800
"80 affectionally rd., phoenix, az",1952,1760,4,2,31/10/2021,361900
"186 motorway st., las vegas, nv",1997,1914,4.5,2,26/08/2021,429400
"97 harbored st., houston, tx",1962,1450,0,1,15/08/2021,312300
"31  amethystine  ave.,  atlanta,  ga",2006,1483,3.5,2,24/07/2021,239800
"147 reckless st., phoenix, az",1984,1581,3.5,1,31/07/2021,298400
"24 sites rd., atlanta, ga",1983,1405,3.5,1,12/10/2021,223300
"15 phonograph rd., atlanta, ga",1962,1975,4.5,2,07/08/2021,337200
"123 catholicon st., phoenix, az",1957,1930,4.5,2,15/09/2021,410000
"14 disbelievers st., las vegas, nv",1967,1913,4.5,1,10/08/2021,365500
"33 claimed rd., houston, tx",2012,1927,0,2,01/09/2021,334200
"33 pontificating rd., phoenix, az",1956,1858,4.5,2,04/11/2021,346500
"61 printers ave., las vegas, nv",1990,1847,4.5,2,13/10/2021,379700
"83 boy scouts st., phoenix, az",1976,1861,4.5,2,17/09/2021,326700
"157 wronglessly st., phoenix, az",2018,1658,4,1,02/08/2021,304000
"156 allay st., las vegas, nv",1957,1406,3.5,1,27/07/2021,288900
"188 fogbows ave., las vegas, nv",1953,1831,4.5,2,14/09/2021,339900
"87  sorts  ave.,  phoenix,  az",1958,1883,4.5,2,07/10/2021,378400
"104 unhistoric rd., atlanta, ga",1971,1750,4,1,26/07/2021,317400
"53 chrematistics rd., atlanta, ga",1984,1974,4.5,2,16/08/2021,333200
"75 preconfigures ave., atlanta, ga",2001,1752,4,2,14/11/2021,318600
"26 reinsures ave., las vegas, nv",1989,1759,4,2,30/07/2021,309800
"43 cantalever st., atlanta, ga",1970,1661,4,2,21/08/2021,318500
"84 lampoons st., phoenix, az",1996,1798,4,2,06/10/2021,354300
"118 herculean st., phoenix, az",2016,1606,4,1,17/10/2021,270500
"14 tipsheets st., phoenix, az",1960,1961,4.5,2,04/11/2021,373500
"169 plummetting rd., las vegas, nv",2001,1998,4.5,2,09/11/2021,356500
"48 trailed ave., las vegas, nv",1956,1555,3.5,2,29/08/2021,307400
"135 kilometer st., atlanta, ga",1950,1675,4,2,09/10/2021,321200
"181 conger ave., phoenix, az",1981,1456,3.5,1,30/10/2021,273400
"31 atwoodian st., atlanta, ga",1971,1705,4,2,15/09/2021,326800
"29 venerability st., atlanta, ga",1965,1448,3.5,2,12/08/2021,274900
"168 replevisable st., phoenix, az",1952,1789,4,1,14/11/2021,322600
"154 wrinklier rd., las vegas, nv",1983,1653,4,1,09/09/2021,335600
"109 missionise st., houston, tx",1960,1747,0,1,30/09/2021,355500
"155 tichodroma ave., phoenix, az",1981,1831,4.5,2,31/07/2021,333000
"171 oleaginous ave., phoenix, az",2007,1438,3.5,2,24/08/2021,270400
"22 shoot-the-chute st., las vegas, nv",1952,1657,4,2,23/08/2021,298000
"35 lingy st., phoenix, az",1979,1419,3.5,1,08/09/2021,255000
"183  thibetian  st.,  phoenix,  az",2010,1834,4.5,2,12/09/2021,374800
"28 mesoscale st., phoenix, az",1973,1481,3.5,1,17/10/2021,290700
"43 stupidest st., atlanta, ga",2019,1423,3.5,1,23/08/2021,293200
"157 anisian ave., atlanta, ga",1956,1404,3.5,2,04/11/2021,286500
"33  after-world  ave.,  phoenix,  az",2017,1882,4.5,2,10/09/2021,375700
"20 accomplishers st., phoenix, az",1967,1848,4.5,1,16/09/2021,340900
"186  photoshopped  ave.,  las  vegas,  nv",1956,1657,4,2,12/11/2021,324900
"98 megalocephalia rd., houston, tx",1970,1792,0,2,11/09/2021,316500
"161 enlargest rd., las vegas, nv",1988,1820,4.5,1,06/08/2021,317000
"25 huffingly st., las vegas, nv",1955,1639,4,1,22/07/2021,294000
"43 reinspirit st., atlanta, ga",2015,1507,3.5,1,23/08/2021,280800
"15  weazen  ave.,  phoenix,  az",1960,1407,3.5,2,10/09/2021,252400
"66 commuters st., las vegas, nv",1974,1927,4.5,2,06/10/2021,372300
"46 mistryst rd., las vegas, nv",1973,1783,4,2,18/10/2021,353500
"31 feed-wire ave., atlanta, ga",1985,1486,3.5,2,09/09/2021,277200
"94 uneaten ave., las vegas, nv",2019,1659,4,1,31/08/2021,304100
"89 rondelle rd., phoenix, az",1980,1997,4.5,2,27/07/2021,420900
"155 carse ave., phoenix, az",1951,1963,4.5,2,22/10/2021,380800
"134 plugholes st., phoenix, az",1987,1561,3.5,1,05/09/2021,304400
"20 uninhibitedly st., atlanta, ga",1968,1690,4,2,15/08/2021,328000
"165 foliicolous st., houston, tx",2008,1763,0,2,06/10/2021,332800
"129 yellowed ave., houston, tx",1969,1985,0,2,06/11/2021,367700
"186 speeder ave., las vegas, nv",2016,1467,3.5,2,08/11/2021,283600
"82 putrefying st., atlanta, ga",2009,1861,4.5,2,21/09/2021,358800
"7 partita st., atlanta, ga",1971,1992,4.5,2,21/08/2021,391100
"153 osteogeny st., las vegas, nv",1967,1685,4,2,05/09/2021,291200
"57 defocusing rd., houston, tx",2014,1510,0,1,24/10/2021,303800
"44 uncage ave., phoenix, az",1968,1559,3.5,1,30/08/2021,282600
"141 nidri rd., las vegas, nv",1962,1656,4,2,13/09/2021,342800
"88 ice-tub st., las vegas, nv",2012,1621,4,1,14/10/2021,281300
"38 falsecard st., phoenix, az",1957,1538,3.5,1,04/08/2021,260200
"58 viscidly st., phoenix, az",1980,1450,3.5,1,26/07/2021,282700
"145 lds church st., phoenix, az",1997,1881,4.5,2,20/10/2021,382600
"45 quadrad rd., atlanta, ga",1959,1924,4.5,2,26/08/2021,329000
"154 speaker st., atlanta, ga",2008,1643,4,2,28/10/2021,332400
"175 caked rd., phoenix, az",1970,1963,4.5,2,08/11/2021,369500
"7 chasséing st., atlanta, ga",1980,1507,3.5,2,01/11/2021,236700
"135 windles rd., atlanta, ga",1982,1704,4,2,29/09/2021,344700
"167 long-familiar st., houston, tx",1974,1807,0,2,13/09/2021,317500
"13 annexion ave., phoenix, az",2019,1513,3.5,1,20/08/2021,260000
"95 cherne st., atlanta, ga",1958,1437,3.5,2,24/10/2021,238700
"129 vizard-mask ave., phoenix, az",1980,1726,4,1,06/11/2021,340700
"124 misregulated st., atlanta, ga",1963,1995,4.5,2,22/07/2021,351000
"60 criss-cross st., atlanta, ga",1973,1440,3.5,1,11/10/2021,296500
"183 wringers st., phoenix, az",1971,1788,4,1,22/08/2021,300200
"27 race-horse rd., phoenix, az",2012,1561,3.5,2,08/10/2021,295100
"112  trolling  st.,  houston,  tx",1969,1518,0,1,07/11/2021,292800
"130 militarisation st., phoenix, az",2007,1496,3.5,2,10/10/2021,247200
