Address,Last Status Date,List Price,Offer Price,Status
"176 Sight-feed St., Las Vegas, NV",2021-12-14,322200,326300,Offer Rejected - Price Too Low
"199 Superiorities St., Phoenix, AZ",2021-09-14,312400,313300,Offer Rejected - Price Too Low
"16 Peise St., Atlanta, GA",2021-11-03,324800,342100,Offer Rejected - Price Too Low
"52 Cookwares Rd., Las Vegas, NV",2021-08-14,317100,312500,Offer Rejected - Price Too Low
"29 Child Ave., Phoenix, AZ",2021-07-25,288600,293600,Offer Rejected - Price Too Low
"76 Aridest St., Houston, TX",2021-10-27,260900,255200,Offer Rejected - Price Too Low
"154 Ackee St., Atlanta, GA",2021-08-11,287100,291700,Offer Rejected - Price Too Low
"150 Takest St., Phoenix, AZ",2021-11-22,311700,306600,Offer Rejected - Price Too Low
"146 Rosid Rd., Las Vegas, NV",2021-08-07,251900,253800,Offer Rejected - Price Too Low
"133 Psammophytic St., Houston, TX",2021-09-27,255800,262200,Offer Rejected - Price Too Low
"75 Google St., Atlanta, GA",2021-10-26,288000,288900,Offer Rejected - Price Too Low
"72 Megahero Ave., Houston, TX",2021-08-25,296800,309600,Offer Rejected - Price Too Low
"85 Medlee St., Atlanta, GA",2021-09-03,265400,268900,Offer Rejected - Price Too Low
"180 Appreciatively St., Phoenix, AZ",2021-08-07,293000,310100,Closed
"21 Matza St., Phoenix, AZ",2021-10-14,214700,217200,Offer Rejected - Price Too Low
"124 Uninspiring Rd., Phoenix, AZ",2021-11-20,301200,299700,Offer Rejected - Price Too Low
"121 Cloisters Rd., Phoenix, AZ",2021-08-10,302700,297900,Offer Rejected - Price Too Low
"93 Midsummers Rd., Phoenix, AZ",2021-08-04,268400,290800,Closed
"73 Nudie St., Las Vegas, NV",2021-09-24,263700,259400,Offer Rejected - Price Too Low
"95 Cooler Ave., Phoenix, AZ",2021-11-17,313300,341600,Offer Rejected - Pending
"123 Didjeridus Rd., Phoenix, AZ",2021-08-10,331800,340600,Offer Rejected - Price Too Low
"34 Postbinge St., Houston, TX",2021-10-21,289400,285900,Offer Rejected - Price Too Low
"28 Trichloroethane St., Houston, TX",2021-07-26,336800,345900,Offer Rejected - Price Too Low
"70 Morphometrics Rd., Phoenix, AZ",2021-08-04,318500,320000,Offer Rejected - Price Too Low
"135 Officialize Rd., Phoenix, AZ",2021-07-19,247300,248200,Offer Rejected - Price Too Low
"191 Hateful St., Atlanta, GA",2021-08-06,258400,275100,Closed
"76 Synergists St., Atlanta, GA",2021-10-04,273200,277000,Offer Rejected - Pending
"37 Contain Ave., Phoenix, AZ",2021-08-01,297700,297900,Offer Rejected - Price Too Low
"61 Hydrotreat St., Houston, TX",2021-07-19,262300,265400,Offer Rejected - Price Too Low
"112 Withsaid St., Phoenix, AZ",2021-08-30,338500,336200,Offer Rejected - Price Too Low
"57 Designates Rd., Las Vegas, NV",2021-08-20,289800,304600,Offer Rejected - Price Too Low
"93 Unhinged St., Houston, TX",2021-11-19,313800,318900,Offer Rejected - Price Too Low
"100 Upgazing Rd., Phoenix, AZ",2021-09-13,339200,360400,Offer Rejected - Price Too Low
"67 Glucans Rd., Phoenix, AZ",2021-12-06,258000,268500,Offer Rejected - Price Too Low
"16 Muhajireen Rd., Las Vegas, NV",2021-09-05,262700,262400,Offer Rejected - Price Too Low
"157 Myriad Rd., Atlanta, GA",2021-08-06,279800,298000,Closed
"79 Enforced St., Las Vegas, NV",2021-08-09,276700,281400,Offer Rejected - Price Too Low
"11 Chocoholism Ave., Houston, TX",2021-12-07,303400,304800,Offer Rejected - Price Too Low
"115 Grandfathering St., Phoenix, AZ",2021-10-18,217200,233400,Offer Rejected - Price Too Low
"110 Mutually Rd., Las Vegas, NV",2021-10-22,316100,335100,Offer Rejected - Price Too Low
"155 Philomaths Ave., Atlanta, GA",2021-08-28,271400,287000,Closed
"36 Dostoyevsky St., Phoenix, AZ",2021-08-11,271600,268300,Offer Rejected - Price Too Low
"17 Unromantic Ave., Houston, TX",2021-08-30,295500,294500,Offer Rejected - Price Too Low
"97 ICQing St., Atlanta, GA",2021-08-18,360500,377900,Offer Rejected - Price Too Low
"110 Irreconcilables Ave., Atlanta, GA",2021-08-16,272600,277300,Offer Rejected - Price Too Low
"72 Ohmigod St., Atlanta, GA",2021-10-06,274800,271200,Offer Rejected - Price Too Low
"116 Vibrantly St., Phoenix, AZ",2021-08-05,396900,404300,Offer Rejected - Price Too Low
"104 Teamers Ave., Phoenix, AZ",2021-12-03,263100,257300,Offer Rejected - Price Too Low
"187 Unskilfulness St., Las Vegas, NV",2021-08-19,329800,349400,Closed
"82 Stepsister Rd., Phoenix, AZ",2021-12-14,276100,290600,Offer Rejected - Price Too Low
"126 Ilicic St., Phoenix, AZ",2021-11-17,285600,278700,Offer Rejected - Price Too Low
"135 Incant Rd., Phoenix, AZ",2021-11-10,255000,257100,Offer Rejected - Price Too Low
"188 Untweaked Ave., Phoenix, AZ",2021-09-05,316900,327900,Offer Rejected - Price Too Low
"61 Pranksterish St., Atlanta, GA",2021-11-05,262300,273000,Offer Rejected - Price Too Low
"61 Removes Rd., Las Vegas, NV",2021-08-27,296400,314500,Closed
"126 Shrew-struck St., Phoenix, AZ",2021-08-09,215500,223900,Closed
"111 Barthelme St., Houston, TX",2021-09-01,246200,263100,Offer Rejected - Price Too Low
"191 Hardtop Rd., Atlanta, GA",2021-12-06,337800,348500,Offer Rejected - Price Too Low
"190 Inkpad St., Phoenix, AZ",2021-08-31,328000,345100,Closed
"111 Squaloids St., Phoenix, AZ",2021-11-27,311500,317400,Offer Rejected - Price Too Low
"55 Arkizzle Ave., Las Vegas, NV",2021-08-21,319500,328000,Offer Rejected - Price Too Low
"23 Sculptress Ave., Atlanta, GA",2021-09-12,226800,227900,Offer Rejected - Price Too Low
"189 Dundonians Rd., Phoenix, AZ",2021-11-27,311200,317400,Offer Rejected - Price Too Low
"58 Multilingual Rd., Atlanta, GA",2021-09-04,338800,345500,Offer Rejected - Price Too Low
"81 Marchantiales St., Phoenix, AZ",2021-10-08,248800,264200,Closed
"31 Scrogs Rd., Atlanta, GA",2021-10-06,325000,342400,Closed
"69 Trihedron Rd., Phoenix, AZ",2021-12-05,313500,333100,Offer Rejected - Price Too Low
"22 Disincentivise St., Atlanta, GA",2021-11-20,352100,347200,Offer Rejected - Price Too Low
"68 Aimak Rd., Las Vegas, NV",2021-08-15,283600,293000,Offer Rejected - Price Too Low
"156 Pompidou St., Phoenix, AZ",2021-09-02,286900,294500,Offer Rejected - Pending
"195 Unsuiting Rd., Las Vegas, NV",2021-10-06,283000,288200,Offer Rejected - Price Too Low
"143 Branle St., Atlanta, GA",2021-12-13,258700,254200,Offer Rejected - Price Too Low
"57 Traditionaries St., Atlanta, GA",2021-08-23,317800,310700,Offer Rejected - Price Too Low
"157 Amercements Ave., Atlanta, GA",2021-09-14,303400,313600,Offer Rejected - Price Too Low
"197 Corden Ave., Atlanta, GA",2021-11-27,335400,338400,Offer Rejected - Pending
"154 Trayful St., Las Vegas, NV",2021-08-17,255300,256100,Offer Rejected - Price Too Low
"80 Unproofread Ave., Phoenix, AZ",2021-11-08,275500,285300,Offer Rejected - Price Too Low
"16 Reagan Ave., Houston, TX",2021-10-31,277900,269500,Offer Rejected - Price Too Low
"112 Tiresomely St., Phoenix, AZ",2021-10-17,261200,264000,Offer Rejected - Price Too Low
"161 Colts Rd., Atlanta, GA",2021-10-10,339200,351600,Offer Rejected - Price Too Low
"103 Minibreaks Rd., Phoenix, AZ",2021-08-29,283600,312900,Offer Rejected - Pending
"87 Cohabit St., Atlanta, GA",2021-11-15,256900,267200,Offer Rejected - Price Too Low
"164 Retroflections Rd., Phoenix, AZ",2021-12-10,285400,303600,Offer Rejected - Price Too Low
"179 Chuckling Rd., Phoenix, AZ",2021-08-22,255300,272000,Offer Rejected - Price Too Low
"100 Bougainville St., Phoenix, AZ",2021-08-27,279200,306400,Offer Rejected - Price Too Low
"174 Uterin Rd., Phoenix, AZ",2021-09-05,353200,379600,Closed
"28 Forelock Ave., Las Vegas, NV",2021-11-04,280100,283200,Offer Rejected - Pending
"83 Antimuscarinic St., Phoenix, AZ",2021-08-12,237900,249400,Offer Rejected - Price Too Low
"127 Thrumming Ave., Atlanta, GA",2021-08-10,239000,239100,Offer Rejected - Price Too Low
"101 Unappareled St., Atlanta, GA",2021-11-02,256200,265900,Closed
"10 Propitiatory St., Phoenix, AZ",2021-09-02,329200,338600,Offer Rejected - Price Too Low
"114 Gunpoints Ave., Houston, TX",2021-11-28,279900,275300,Offer Rejected - Price Too Low
"199 Pint-pot St., Phoenix, AZ",2021-08-24,344400,373700,Offer Rejected - Price Too Low
"49 Elaidin St., Phoenix, AZ",2021-10-04,354300,356200,Offer Rejected - Price Too Low
"50 Repress St., Atlanta, GA",2021-10-01,263300,270700,Offer Rejected - Price Too Low
"24 Vanilla-scented Rd., Phoenix, AZ",2021-09-05,256600,273200,Offer Rejected - Price Too Low
"126 Vulgus St., Phoenix, AZ",2021-11-07,334000,353700,Closed
"29 Distinction Rd., Phoenix, AZ",2021-09-29,323800,328900,Offer Rejected - Price Too Low
"97 Merino Rd., Phoenix, AZ",2021-12-12,239400,251800,Closed
"86 Zoogloeae St., Phoenix, AZ",2021-09-18,256500,262500,Offer Rejected - Price Too Low
"137 Sutra St., Las Vegas, NV",2021-10-11,319000,345000,Offer Rejected - Price Too Low
"200 Wagoner Ave., Atlanta, GA",2021-10-04,286100,305400,Offer Rejected - Price Too Low
"134 Neuromedin St., Atlanta, GA",2021-07-30,278300,281900,Offer Rejected - Pending
"161 Spareth St., Phoenix, AZ",2021-10-06,326100,329100,Offer Rejected - Price Too Low
"148 Aumelet Ave., Atlanta, GA",2021-09-05,282700,287500,Offer Rejected - Price Too Low
"93 Yatobyo St., Phoenix, AZ",2021-11-10,356100,364500,Offer Rejected - Pending
"199 Adzed Rd., Atlanta, GA",2021-11-29,355500,376800,Closed
"105 Humanoids Rd., Houston, TX",2021-11-02,317800,323500,Offer Rejected - Price Too Low
"193 Heparin St., Phoenix, AZ",2021-07-31,364400,363400,Offer Rejected - Price Too Low
"155 Window-washing Ave., Phoenix, AZ",2021-11-21,290400,281300,Offer Rejected - Price Too Low
"143 Creamsicle St., Phoenix, AZ",2021-10-22,301200,316000,Closed
"186 Ollie St., Atlanta, GA",2021-08-18,286400,284200,Offer Rejected - Price Too Low
"95 Excellences Ave., Phoenix, AZ",2021-10-25,284600,289700,Offer Rejected - Price Too Low
"65 Annexionist Rd., Atlanta, GA",2021-08-17,280300,299800,Offer Rejected - Price Too Low
"44 Forty-fourth St., Phoenix, AZ",2021-09-12,225800,234600,Closed
"165 Transcoder St., Atlanta, GA",2021-12-10,381500,413900,Closed
"190 Nanofiber Ave., Houston, TX",2021-09-26,272400,267700,Offer Rejected - Price Too Low
"140 Period Ave., Atlanta, GA",2021-11-20,343100,339900,Offer Rejected - Price Too Low
"35 Offsetting St., Atlanta, GA",2021-11-29,255300,274800,Closed
"20 Amapá St., Las Vegas, NV",2021-10-28,278100,275100,Offer Rejected - Price Too Low
"59 Runback Rd., Las Vegas, NV",2021-09-09,241100,253600,Offer Rejected - Price Too Low
"175 Caponized St., Phoenix, AZ",2021-12-15,300400,307100,Offer Rejected - Price Too Low
"139 Meekness St., Atlanta, GA",2021-10-07,247600,254200,Offer Rejected - Price Too Low
"95 Subjectivism St., Atlanta, GA",2021-07-27,230800,237500,Offer Rejected - Price Too Low
"197 Screwdrivers Rd., Atlanta, GA",2021-10-07,245500,255900,Offer Rejected - Price Too Low
"160 Scholarly St., Atlanta, GA",2021-12-04,262200,279900,Offer Rejected - Price Too Low
"73 Bible St., Atlanta, GA",2021-08-07,283100,285600,Offer Rejected - Price Too Low
"69 Myalgic St., Phoenix, AZ",2021-10-17,265200,267700,Offer Rejected - Price Too Low
"113 Balti Ave., Atlanta, GA",2021-08-24,231500,247800,Offer Rejected - Price Too Low
"27 Flesh-red Ave., Houston, TX",2021-10-07,326000,343800,Offer Rejected - Price Too Low
"89 Checkerboard St., Phoenix, AZ",2021-10-30,300100,306100,Offer Rejected - Price Too Low
"173 Tussocks St., Atlanta, GA",2021-12-12,367300,393000,Offer Rejected - Price Too Low
"125 Footman Ave., Las Vegas, NV",2021-12-06,319300,321500,Offer Rejected - Price Too Low
"114 Depositors Ave., Atlanta, GA",2021-11-26,235100,235000,Offer Rejected - Pending
"1 Four-course Rd., Phoenix, AZ",2021-11-18,321200,350400,Offer Rejected - Price Too Low
"117 Adoptable Ave., Atlanta, GA",2021-12-14,286900,289700,Offer Rejected - Price Too Low
"32 Granulose St., Atlanta, GA",2021-08-12,328800,332200,Offer Rejected - Price Too Low
"120 Halfbaked St., Las Vegas, NV",2021-08-20,258500,266900,Offer Rejected - Price Too Low
"92 Unchangingly Rd., Atlanta, GA",2021-08-02,341500,341500,Offer Rejected - Price Too Low
"117 Calum Rd., Atlanta, GA",2021-11-13,318400,320400,Offer Rejected - Pending
"30 Smallfish St., Atlanta, GA",2021-11-13,266300,268900,Offer Rejected - Price Too Low
"133 Trustee St., Phoenix, AZ",2021-07-31,363100,387400,Closed
"134 Clift St., Phoenix, AZ",2021-08-05,389800,417700,Offer Rejected - Pending
"195 Theave Ave., Atlanta, GA",2021-09-01,341200,347400,Offer Rejected - Price Too Low
"59 Brock-faced St., Phoenix, AZ",2021-09-11,355200,378600,Closed
"23 Placode St., Phoenix, AZ",2021-12-07,273500,288800,Offer Rejected - Price Too Low
"183 Wringers St., Phoenix, AZ",2021-08-22,278900,294700,Offer Rejected - Price Too Low
"7 Vestiges St., Phoenix, AZ",2021-12-11,267100,266600,Offer Rejected - Price Too Low
"69 Intelligible St., Phoenix, AZ",2021-10-30,247700,252600,Offer Rejected - Price Too Low
"121 Auctioneering Ave., Atlanta, GA",2021-11-11,287700,285400,Offer Rejected - Price Too Low
"3 Orthicon St., Houston, TX",2021-08-05,273300,282200,Offer Rejected - Price Too Low
"95 Zealousy Ave., Atlanta, GA",2021-08-16,240900,259500,Closed
"40 Mater St., Las Vegas, NV",2021-09-11,258200,269800,Offer Rejected - Pending
"102 Neuromodulators St., Phoenix, AZ",2021-08-05,244100,254400,Offer Rejected - Pending
"133 Switch-tender Ave., Phoenix, AZ",2021-09-29,273800,284700,Offer Rejected - Pending
"160 Supra-axillary Ave., Phoenix, AZ",2021-08-09,313200,326400,Closed
"167 Trihydroxy Ave., Las Vegas, NV",2021-07-31,263300,274600,Offer Rejected - Price Too Low
"119 Neoconservatism St., Phoenix, AZ",2021-07-23,354900,381000,Offer Rejected - Price Too Low
"127 Secundarius Rd., Atlanta, GA",2021-10-04,292700,286200,Offer Rejected - Price Too Low
"119 Wingding St., Atlanta, GA",2021-09-12,301200,324400,Offer Rejected - Pending
"145 Dreadfuls St., Houston, TX",2021-12-01,366300,396700,Offer Rejected - Pending
"43 Intangible Ave., Houston, TX",2021-10-15,326000,345000,Closed
"60 Kobaoba St., Phoenix, AZ",2021-10-22,360700,389000,Offer Rejected - Pending
"108 Pricing Ave., Phoenix, AZ",2021-08-28,364300,380200,Offer Rejected - Price Too Low
"110 Wolf-scalp Rd., Houston, TX",2021-09-26,355500,364900,Offer Rejected - Price Too Low
"142 Bivaulted Ave., Las Vegas, NV",2021-11-18,255800,268800,Offer Rejected - Price Too Low
"130 Affeard Ave., Phoenix, AZ",2021-11-28,332600,362500,Closed
"38 Coulee St., Las Vegas, NV",2021-08-21,307400,320700,Offer Rejected - Price Too Low
"95 Betrothal Ave., Phoenix, AZ",2021-09-07,339900,356900,Closed
"11 Limpopo St., Atlanta, GA",2021-12-04,226000,224400,Offer Rejected - Price Too Low
"74 Apostasy St., Atlanta, GA",2021-07-30,279100,301600,Closed
"103 Muckrake Ave., Las Vegas, NV",2021-08-19,302100,312200,Offer Rejected - Price Too Low
"1 Whigs Rd., Las Vegas, NV",2021-10-28,257300,255200,Offer Rejected - Price Too Low
"130 Grace St., Phoenix, AZ",2021-12-08,327000,344300,Closed
"54 Audible St., Atlanta, GA",2021-07-18,317500,310600,Offer Rejected - Price Too Low
"168 Straights Ave., Houston, TX",2021-07-19,346500,348700,Offer Rejected - Price Too Low
"140 Peuce Ave., Atlanta, GA",2021-09-27,294800,307400,Offer Rejected - Price Too Low
"32 Breviceps St., Phoenix, AZ",2021-09-28,266800,287200,Closed
"121 Ecrasite St., Atlanta, GA",2021-08-07,318300,346000,Closed
"108 Uppitiest Ave., Las Vegas, NV",2021-09-25,330900,354500,Offer Rejected - Price Too Low
"111 Lowth St., Las Vegas, NV",2021-12-15,333000,346500,Closed
"103 Overstride Ave., Houston, TX",2021-10-19,379400,406000,Offer Rejected - Price Too Low
"51 Photoprotective Ave., Phoenix, AZ",2021-08-18,294900,299600,Offer Rejected - Price Too Low
"56 Defilades Ave., Atlanta, GA",2021-10-21,287200,300000,Offer Rejected - Price Too Low
"112 Water-rose St., Phoenix, AZ",2021-11-04,336900,341900,Offer Rejected - Price Too Low
"162 Paraganglioma St., Phoenix, AZ",2021-09-20,252700,262300,Closed
"61 Embryologist St., Atlanta, GA",2021-07-29,299000,314400,Offer Rejected - Price Too Low
"142 Cliques St., Las Vegas, NV",2021-11-06,316000,318600,Offer Rejected - Price Too Low
"120 Guide-wheel Ave., Phoenix, AZ",2021-12-08,312000,320500,Offer Rejected - Price Too Low
"52 Warningly St., Phoenix, AZ",2021-10-18,330200,331300,Offer Rejected - Price Too Low
"53 Monarch St., Phoenix, AZ",2021-11-24,271600,283800,Offer Rejected - Price Too Low
"36 Xoana St., Las Vegas, NV",2021-09-05,269400,297000,Closed
"192 Loons St., Phoenix, AZ",2021-08-09,299200,301400,Offer Rejected - Price Too Low
"61 Lazyish St., Phoenix, AZ",2021-12-01,233900,243400,Offer Rejected - Price Too Low
"168 Room-keeper Ave., Phoenix, AZ",2021-09-18,344900,344600,Offer Rejected - Price Too Low
"153 Nonconservative St., Phoenix, AZ",2021-08-31,339700,366200,Closed
"198 Polyphosphates St., Houston, TX",2021-09-14,252300,255800,Offer Rejected - Price Too Low
"49 Blencher Rd., Phoenix, AZ",2021-09-23,310600,309800,Offer Rejected - Price Too Low
"170 Maisonettes Rd., Atlanta, GA",2021-10-27,284500,313400,Closed
"193 Arbitrators St., Las Vegas, NV",2021-12-12,240100,237900,Offer Rejected - Price Too Low
"148 Uncharted St., Phoenix, AZ",2021-08-15,315400,319000,Offer Rejected - Price Too Low
"199 Revisit Ave., Las Vegas, NV",2021-07-27,284300,286500,Offer Rejected - Price Too Low
"118 Normalcies Ave., Las Vegas, NV",2021-12-04,284600,291100,Offer Rejected - Price Too Low
"183 Wieldable St., Atlanta, GA",2021-10-01,270100,275800,Offer Rejected - Price Too Low
"104 Trilogy St., Phoenix, AZ",2021-09-29,369800,373700,Offer Rejected - Price Too Low
"182 Litigant St., Houston, TX",2021-10-03,237900,259500,Closed
"16 Rezoned St., Atlanta, GA",2021-08-02,353900,376400,Closed
"4 Merciful Rd., Phoenix, AZ",2021-10-24,275700,281200,Offer Rejected - Price Too Low
"17 Radioactivated Rd., Atlanta, GA",2021-10-29,263900,266700,Offer Rejected - Price Too Low
"135 Bootstrapping St., Atlanta, GA",2021-09-15,278500,282500,Offer Rejected - Price Too Low
"9 Cultisms St., Atlanta, GA",2021-08-22,330600,354200,Closed
"151 Sinaic Rd., Atlanta, GA",2021-11-22,223000,243800,Closed
"32 Improviser St., Phoenix, AZ",2021-07-22,349300,383700,Closed
"179 Macca St., Phoenix, AZ",2021-12-14,332300,334700,Offer Rejected - Price Too Low
"85 Reprune Ave., Phoenix, AZ",2021-12-06,263500,277300,Offer Rejected - Pending
"57 Opiner Ave., Phoenix, AZ",2021-09-27,272800,294500,Offer Rejected - Price Too Low
"130 Cynophile St., Las Vegas, NV",2021-09-10,288900,286700,Offer Rejected - Price Too Low
"194 Doughiest St., Houston, TX",2021-09-10,302600,323300,Offer Rejected - Price Too Low
"16 Redcurrants St., Houston, TX",2021-09-05,219300,233900,Closed
"194 Maize-eater St., Houston, TX",2021-10-14,284000,305000,Offer Rejected - Pending
"150 Flensed Ave., Phoenix, AZ",2021-10-19,276000,298300,Closed
"52 Crapaud St., Phoenix, AZ",2021-10-13,365400,398600,Closed
"164 Destigmatize St., Phoenix, AZ",2021-08-30,257200,278100,Closed
"72 Shield-backed Rd., Phoenix, AZ",2021-10-02,371100,374100,Offer Rejected - Price Too Low
"35 Lingy St., Phoenix, AZ",2021-09-08,230300,239500,Offer Rejected - Price Too Low
"41 Lifesavers Rd., Houston, TX",2021-11-06,295300,302800,Offer Rejected - Price Too Low
"132 Apolipoprotein St., Houston, TX",2021-08-30,277200,288000,Offer Rejected - Price Too Low
